"survTime"
"1",9606.24780463886
"2",3934.66434907168
"3",94.376385212875
"4",1012.21363217891
"5",25496.5464199398
"6",7534.43653653276
"7",18098.0349509957
"8",32675.8701408842
"9",13514.408878562
"10",9690.58212782157
"11",30564.9127049332
"12",40940.8236087716
"13",6574.96955245733
"14",1827.71022897214
"15",7197.68519924431
"16",6288.71063236147
"17",20094.0191987659
"18",10390.633297664
"19",4517.79344886669
"20",1995.33872772008
"21",22255.863303921
"22",2504.95371018264
"23",4291.52631666511
"24",11817.1925652297
"25",4268.98764446378
"26",20209.8942167106
"27",5147.35816046596
"28",11242.8445120303
"29",14966.3525438848
"30",6159.94236897677
"31",10113.9526437492
"32",6382.29394578963
"33",4810.25657150894
"34",4590.00274073333
"35",5590.1712924242
"36",6735.19059084356
"37",6836.84520423412
"38",8302.04517652875
"39",13892.5244838458
"40",2183.91756527126
"41",6807.12752509862
"42",10860.2249152483
"43",4408.32875669003
"44",1865.77188862076
"45",3389.27407283336
"46",6328.46203166991
"47",226.212488487363
"48",16701.0791777613
"49",809.685837296396
"50",24512.9835406754
"51",24008.5073031275
"52",2533.10991916806
"53",40046.6843621491
"54",362.795745022595
"55",10775.6136446716
"56",23427.9935980651
"57",955.058028921485
"58",2385.6658742632
"59",17149.0968755426
"60",10897.2136206449
"61",19756.3639833572
"62",5354.79748621583
"63",23173.9885906193
"64",1355.66925164312
"65",16739.5883417668
"66",7638.78188291614
"67",9739.79668243451
"68",16536.3691925051
"69",15224.7769004645
"70",12468.740325001
"71",9978.86996674252
"72",8179.30977749539
"73",2546.90742522397
"74",107.251736511092
"75",37936.8980805795
"76",13354.4468689234
"77",1168.20913739502
"78",895.922370254993
"79",5965.96971619874
"80",26309.7321415756
"81",3982.86477662623
"82",2122.67819326371
"83",4470.44921573251
"84",30185.5697466021
"85",16325.7381443317
"86",2351.59444690135
"87",37244.7589577591
"88",7738.1782848076
"89",5151.14665497094
"90",1650.37767192211
"91",658.680768683553
"92",13812.1836069496
"93",11911.6740390183
"94",3050.64169987347
"95",22939.3632138584
"96",5224.62063934654
"97",8627.16215934728
"98",11469.3179815532
"99",5420.58918159455
"100",11420.5202252388
