"height"
"1",180.84844402448
"2",193.070671588003
"3",181.333998169106
"4",183.511958817871
"5",171.785391815957
"6",167.517117186105
"7",178.541755666654
"8",185.051080798299
"9",178.607479025735
"10",162.560542060809
"11",174.112879424129
"12",171.806939681081
"13",179.685623393859
"14",176.061198312043
"15",185.24475047994
"16",175.767223968767
"17",183.607612154279
"18",166.478932433016
"19",169.871690811766
"20",179.122667759267
"21",179.884359552639
"22",175.28423544236
"23",182.323241661431
"24",175.095848713031
"25",176.213037529914
"26",188.777852287409
"27",179.561579819864
"28",181.281406866045
"29",183.657846341331
"30",187.25458383041
"31",181.383271667442
"32",183.070315045452
"33",179.425844217787
"34",181.067166069403
"35",186.582909941131
"36",182.600761014955
"37",188.271815048708
"38",195.333890859163
"39",174.259117523911
"40",180.292027664615
"41",188.153366935407
"42",184.882280883229
"43",178.202874721889
"44",175.113614363621
"45",176.645436291385
"46",176.763163403453
"47",188.885853323809
"48",187.273193273462
"49",181.333085966528
"50",175.553927368033
"51",186.653613543906
"52",172.981668883405
"53",185.089929107332
"54",177.120826053187
"55",183.452722874163
"56",184.959594043412
"57",181.555155189238
"58",185.031510456398
"59",186.560308985522
"60",177.203889541323
"61",183.126345663742
"62",174.427010101705
"63",185.432152271243
"64",172.103906560475
"65",192.544239323506
"66",180.217807123387
"67",172.879663232187
"68",177.937324658067
"69",193.594209145221
"70",182.406491956864
"71",192.525595406767
"72",179.452798022776
"73",175.497298913941
"74",189.099028623744
"75",180.755076874643
"76",167.091472511336
"77",171.984168219737
"78",178.943855661608
"79",179.225679170857
"80",181.930107197591
"81",180.335521029177
"82",181.070869519597
"83",182.255738455438
"84",192.076018962492
"85",177.885169968455
"86",185.66716946746
"87",178.069194284145
"88",178.592882202319
"89",195.793510107208
"90",185.6239801173
"91",184.035954366648
"92",184.200197866171
"93",179.618089216876
"94",184.205886906759
"95",180.685649815662
"96",182.826535255285
"97",183.334465970354
"98",183.93530056729
"99",179.612121161673
"100",178.792581015189
